Module,Tech,Width,Target Freq,Delay,Area,L Power (nW),D energy (fJ)
shiftleft,tsmc28,8,14272,0.070005,38.052,274.573,12.915922499999999
mult,tsmc28,32,3216,0.327259,6856.037993,51400.0,7051.776932000001
add,sky90,128,2000,0.549155,6414.100125,2390.0,2531.055395
add,sky90,64,1000,0.996359,1638.560032,229.217,405.51811299999997
priorityencoder,tsmc28,128,12373,0.08597300000000001,298.494001,967.377,43.158446000000005
mux4,tsmc28,8,10000,0.08076,15.12,51.529,3.303084
mux2,tsmc28,16,10000,0.08561,14.49,74.123,4.1520850000000005
csa,tsmc28,16,25854,0.040895,100.799999,947.479,45.516135
add,sky90,64,2139,0.467468,2781.240054,1050.0,939.143212
priorityencoder,sky90,32,1000,0.879197,196.980004,12.728,10.48002824
mux4,sky90,64,3419,0.29176599999999997,1055.46002,266.494,272.80120999999997
mux4,sky90,8,4845,0.210516,160.720002,75.759,41.997942
csa,tsmc28,16,23865,0.040776,98.783999,946.879,41.75462400000001
mux2,sky90,16,3920,0.237892,115.640002,38.479,39.3949152
priorityencoder,sky90,8,10000,0.127398,59.780001,40.39,15.682693800000004
priorityencoder,sky90,64,4430,0.250848,804.580015,353.584,79.769664
priorityencoder,tsmc28,128,20000,0.087283,307.062,958.128,71.57206000000001
mux2,tsmc28,8,5000,0.08170100000000001,7.56,38.026,0.9836800400000001
flop,tsmc28,16,40000,0.048892000000000005,30.24,314.58,213.0322224
mux8,tsmc28,16,10000,0.097831,59.094,224.879,13.490894900000002
csa,sky90,8,6350,0.16398100000000002,392.000008,245.798,189.234074
priorityencoder,sky90,16,5715,0.173832,131.320003,73.59,20.668624799999996
csa,tsmc28,16,1000,0.067577,34.271999,114.459,0.9737845699999998
flop,sky90,16,8920,0.114345,266.5599975,259.258,789.66657
mux2,tsmc28,8,29041,0.033768,16.884,113.726,5.335344
mux2,sky90,64,3710,0.26627,455.700009,143.8,163.22350999999998
flop,sky90,16,7708,0.11434399999999999,266.5599975,259.258,682.4049919999999
csa,sky90,8,6228,0.165362,338.100007,209.02,160.40114
add,tsmc28,32,9810,0.101918,209.286002,1060.0,81.43248200000001
mux2,sky90,64,4265,0.24438200000000002,479.220007,123.342,163.24717600000002
csa,sky90,64,6228,0.165362,2697.940053,1590.0,1263.861766
flop,tsmc28,64,10000,0.048892000000000005,120.959999,1260.0,213.02733320000004
csa,sky90,64,6350,0.16398100000000002,3136.000061,1970.0,1508.297238
mux2,tsmc28,64,18546,0.053857,90.846,517.414,27.359356000000002
comparator,tsmc28,128,15000,0.109851,491.022003,2380.0,182.901915
comparator,tsmc28,64,10223,0.097785,235.62,932.855,54.857384999999994
mux4,sky90,8,8836,0.21464699999999998,155.820003,90.053,69.6744162
shiftleft,tsmc28,128,7304,0.141359,2368.547985,11900.0,680.643585
mux4,sky90,128,5000,0.309527,3004.680057,1720.0,1123.273483
mux8,tsmc28,128,10250,0.097441,712.907993,3150.0,163.116234
mux2,tsmc28,32,18977,0.055855999999999996,32.130001,171.146,10.4953424
flop,tsmc28,8,21114,0.048892,15.12,157.269,56.26002439999999
flop,sky90,128,8746,0.114344,2132.4799805,2070.0,6193.214072
priorityencoder,sky90,64,2823,0.352802,594.860012,101.901,38.7729398
mux2,tsmc28,8,15000,0.06463100000000001,7.56,38.116,2.3331791
flop,tsmc28,8,19044,0.048892,15.12,157.268,50.70589319999999
mux4,sky90,64,12913,0.286605,1429.820028,623.602,1273.3860149999998
inv,tsmc28,1,25000,0.014172,0.252,1.005,0.036592104
csa,sky90,128,5862,0.169647,5091.100099,3510.0,2527.401006
priorityencoder,sky90,8,7683,0.125086,50.960001,24.761,10.269560600000002
shiftleft,tsmc28,16,5000,0.16564500000000001,43.722,136.668,11.4791985
add,sky90,16,3367,0.330827,716.380014,469.58,382.105185
mult,sky90,64,2500,1.551295,96693.661592,61800.0,429972.43515
mux2,sky90,8,5940,0.188351,64.680001,21.541,21.603859699999997
comparator,sky90,128,3148,0.348739,3087.000056,1340.0,521.364805
priorityencoder,tsmc28,32,30000,0.060377,67.032,248.971,18.475361999999997
comparator,sky90,8,4364,0.227465,187.180004,82.043,36.4171465
add,sky90,64,2000,0.499819,2649.920052,942.503,994.63981
add,sky90,8,3502,0.282372,243.040004,150.588,123.961308
priorityencoder,tsmc28,32,5000,0.187693,26.334,75.077,3.6750289400000002
flop,sky90,32,7872,0.114345,533.119995,518.516,1393.751205
add,sky90,16,3242,0.331592,708.540014,495.091,358.78254400000003
priorityencoder,sky90,128,3424,0.294674,1618.960031,588.849,124.05775399999999
csa,tsmc28,16,24362,0.040986,104.832,960.623,43.486146
mux8,tsmc28,8,5000,0.120592,30.114,99.721,3.5815824000000003
csa,sky90,64,1000,0.264181,940.799988,110.49,89.0025789
add,tsmc28,32,10002,0.104043,214.074002,1100.0,88.33250699999999
mux4,sky90,64,15066,0.291626,1358.280026,526.608,1258.657816
shiftleft,tsmc28,128,7445,0.14240999999999998,2676.617983,13800.0,812.0218199999999
mux8,sky90,32,3092,0.33231700000000003,1062.320021,325.058,219.99385400000003
csa,sky90,32,5740,0.166714,1160.320023,826.559,570.495308
priorityencoder,sky90,32,3458,0.287468,252.840005,73.577,24.8084884
add,tsmc28,32,10195,0.10213,224.658002,1150.0,91.30422
shiftleft,sky90,128,2478,0.524464,10362.520144,7760.0,4248.682864
shiftleft,sky90,128,1869,0.534998,8478.960135,5130.0,2594.7403
mux2,tsmc28,16,20000,0.05247,15.372,84.373,5.294223
priorityencoder,tsmc28,64,14613,0.072574,137.592,430.216,19.086962000000003
flop,tsmc28,64,20286,0.048892,120.959999,1260.0,432.107496
mult,tsmc28,64,2341,0.427168,14834.610092,97900.0,17120.466272
flop,sky90,32,3000,0.114344,533.119995,518.516,531.242224
comparator,tsmc28,128,9754,0.104828,597.366001,2680.0,141.09848800000003
add,sky90,16,2207,0.446295,455.700009,91.288,163.79026499999998
mux2,tsmc28,32,16471,0.060024,29.484001,155.318,9.4777896
mux4,tsmc28,8,17868,0.055793,22.176,103.126,6.756532300000001
mux4,sky90,128,14052,0.326517,2691.080052,1020.0,2742.7428000000004
priorityencoder,tsmc28,128,10000,0.09996100000000001,204.498,547.044,26.589626000000006
mux4,tsmc28,32,14561,0.06839100000000001,73.079999,333.732,23.800068
inv,sky90,1,25000,0.034255,2.94,3.973,1.08074525
shiftleft,tsmc28,32,9587,0.104304,384.803997,1940.0,101.800704
mux8,sky90,128,2666,0.37501399999999996,3761.240072,1460.0,854.281892
priorityencoder,sky90,8,8634,0.125212,64.680001,49.589,15.8267968
mux4,sky90,16,4274,0.231876,367.5,398.159,99.242928
csa,sky90,16,5617,0.177898,580.160011,413.466,298.15704800000003
add,sky90,8,3801,0.275853,257.740005,154.606,129.926763
priorityencoder,sky90,8,7977,0.1251,54.880001,38.166,11.97207
add,sky90,16,3055,0.330297,678.160013,461.632,320.05779300000006
add,tsmc28,32,10000,0.10397500000000001,213.696002,1120.0,89.62645
priorityencoder,sky90,128,3244,0.308029,1532.720028,470.562,99.493367
add,tsmc28,8,30000,0.072911,40.698001,243.583,33.393238
flop,tsmc28,64,20000,0.048892000000000005,120.959999,1260.0,425.995996
mux8,tsmc28,32,11452,0.08728999999999999,163.421999,716.958,42.51022999999999
comparator,tsmc28,8,16010,0.062416,26.964,121.779,7.084215999999999
mux2,sky90,64,4410,0.242164,487.060007,132.876,170.72562000000002
flop,tsmc28,8,10000,0.048892000000000005,15.12,157.269,26.642228640000006
flop,sky90,64,6996,0.11434400000000002,1066.23999,1040.0,2477.0340720000004
mux2,sky90,64,4500,0.243231,491.96001,109.223,164.66738700000002
flop,sky90,8,7544,0.114345,133.279999,129.629,334.047483
shiftleft,sky90,32,2635,0.38715099999999997,1704.220026,1140.0,488.19741100000005
priorityencoder,tsmc28,16,20770,0.048116,22.806,79.733,4.065802
mux2,sky90,64,4532,0.24323099999999998,491.96001,109.223,165.640311
csa,tsmc28,8,26351,0.040226,52.416,489.192,23.210402
csa,tsmc28,128,5000,0.067577,274.175995,917.068,39.05950599999999
add,sky90,16,3966,0.33806800000000004,711.480014,493.165,413.795232
csa,tsmc28,32,24860,0.040492,209.664,1930.0,87.341244
mux4,sky90,16,4750,0.25584399999999996,359.660007,120.182,89.80124399999997
priorityencoder,tsmc28,32,10000,0.09431300000000001,31.374,89.513,4.706218700000001
mux4,tsmc28,64,14495,0.071284,225.287996,1000.0,59.94984399999999
add,tsmc28,128,10000,0.136438,980.532009,4830.0,506.86717000000004
priorityencoder,sky90,32,7923,0.217665,376.320006,196.516,80.753715
shiftleft,sky90,128,1907,0.5242939999999999,9192.400136,6080.0,2900.3944079999997
mux2,sky90,8,6296,0.188351,64.680001,21.541,22.9223167
priorityencoder,sky90,32,10000,0.21766400000000002,373.380006,197.593,102.30208
mux8,sky90,32,1000,0.901778,822.220016,56.227,121.74003
flop,tsmc28,32,1000,0.04889200000000005,60.4799995,629.161,10.66627872000001
mux4,sky90,64,3921,0.30271000000000003,1673.840027,1300.0,540.6400600000001
priorityencoder,tsmc28,64,12959,0.077095,118.692,338.228,16.0280505
add,tsmc28,128,7660,0.135969,941.976009,4660.0,370.37955600000004
priorityencoder,sky90,128,2824,0.35399699999999995,1485.680028,304.73,82.835298
add,sky90,16,3118,0.328226,736.960014,480.371,348.57601200000005
mux4,tsmc28,128,5000,0.195368,225.539998,875.821,68.574168
comparator,sky90,128,2798,0.366175,2806.720054,989.569,387.046975
flop,sky90,16,8746,0.114344,266.5599975,259.258,774.337568
comparator,tsmc28,64,11501,0.092152,260.693999,1150.0,63.861336
mux2,sky90,64,4680,0.243196,490.980009,117.75,175.10112
priorityencoder,sky90,64,3244,0.307628,675.220013,189.065,46.667167600000006
priorityencoder,sky90,64,2937,0.340426,638.960011,137.801,47.8979382
comparator,sky90,8,4550,0.2193,185.220003,114.347,39.58365
mux2,sky90,8,6033,0.18835100000000002,64.680001,21.541,21.9428915
flop,tsmc28,128,20286,0.048892,241.919998,2520.0,864.1661
mult,sky90,8,10000,0.771349,2152.08004,1430.0,11146.764399
mux8,tsmc28,128,10464,0.095475,664.775992,2850.0,153.04642500000003
mux8,tsmc28,8,13159,0.076369,46.494,227.561,12.2877721
mux4,sky90,128,3360,0.31526600000000005,2191.280043,879.483,666.1570580000001
mux2,tsmc28,8,30227,0.033745000000000004,16.758,114.743,5.567925
mux2,tsmc28,32,15000,0.06414600000000001,30.240001,154.587,9.275511600000002
mux4,tsmc28,64,14205,0.070929,145.655999,671.083,46.529424000000006
mult,tsmc28,32,2791,0.358293,3917.214024,26100.0,4235.7398459999995
flop,sky90,128,5000,0.11434400000000002,2132.4799805,2070.0,3540.6619600000004
mux8,sky90,8,10000,0.274003,415.520008,185.383,218.654394
mux8,sky90,32,3079,0.324665,1050.56002,350.25,223.694185
mux4,sky90,8,4558,0.219421,136.220003,45.945,38.5742118
csa,tsmc28,64,25000,0.040492,419.327999,3860.0,175.573312
shiftleft,tsmc28,64,10000,0.12092800000000001,1066.337997,5680.0,359.51894400000003
comparator,sky90,8,5000,0.21538000000000002,244.020004,169.251,67.62932
mux2,tsmc28,16,5000,0.08561,14.49,74.123,2.0803230000000004
mux2,sky90,8,6689,0.188351,63.700001,21.541,24.3349492
mux4,tsmc28,128,1000,0.36021400000000003,213.569998,724.573,25.611215400000003
flop,sky90,16,8364,0.114344,266.5599975,259.258,740.4917439999999
mux8,tsmc28,8,13981,0.07549900000000001,46.494,225.202,12.925428800000002
mux2,sky90,32,5247,0.21904,237.160005,57.793,88.27312
csa,sky90,16,6594,0.165362,736.960014,439.259,348.08701
mux4,tsmc28,32,20000,0.065929,117.557998,490.72,36.854310999999996
mult,sky90,128,1500,1.9212159999999998,309312.504297,146000.0,926604.398016
flop,sky90,32,8571,0.114345,533.119995,518.516,1517.4724949999998
mux2,sky90,16,1000,0.606993,113.680002,19.729,23.4299298
mux8,tsmc28,64,5000,0.19365200000000002,209.159999,779.626,48.993956000000004
mult,sky90,64,683,1.557208,95922.401617,59200.0,114920.393192
comparator,tsmc28,8,5000,0.12846600000000002,14.994,50.165,2.3689130400000007
mux4,sky90,16,4537,0.26359699999999997,358.680007,100.453,94.89491999999998
shiftleft,tsmc28,32,5000,0.19764500000000002,109.116,365.184,35.912096500000004
mult,tsmc28,32,3034,0.330298,6116.670002,45200.0,6186.151241999999
shiftleft,sky90,8,4673,0.229462,243.040005,191.378,70.215372
mult,sky90,16,997,1.002926,7519.540137,4940.0,6375.600582
flop,sky90,128,8920,0.114345,2132.4799805,2070.0,6316.4178
comparator,tsmc28,16,13709,0.07280299999999999,48.132,204.944,11.8523284
mux8,sky90,32,3155,0.314651,1237.740008,639.983,323.14657700000004
comparator,sky90,32,3523,0.282833,713.440014,308.366,110.870536
priorityencoder,sky90,8,8954,0.128693,55.860001,32.802,13.770151000000002
add,sky90,8,3950,0.26842499999999997,271.460005,148.135,130.99139999999997
mult,tsmc28,128,1906,0.5298619999999999,47270.53821,285000.0,54324.101549999985
priorityencoder,sky90,32,4871,0.213649,392.980008,269.469,55.335091000000006
priorityencoder,tsmc28,32,17797,0.062308,56.826,201.644,9.720048000000002
priorityencoder,tsmc28,64,14061,0.073364,141.624001,436.895,19.44146
add,tsmc28,16,12197,0.08589100000000001,99.666001,538.564,39.853424000000004
mult,sky90,32,1000,1.318548,26428.640468,17200.0,34487.941488
priorityencoder,sky90,32,3661,0.27227199999999996,259.700005,52.373,23.252028799999998
add,sky90,32,1500,0.665945,815.360016,146.423,235.07858499999998
priorityencoder,sky90,32,3254,0.306921,309.680005,71.079,26.4565902
csa,sky90,8,5000,0.190168,188.160004,111.708,86.146104
mux2,sky90,128,4337,0.258709,1099.560018,533.373,434.8898290000001
add,tsmc28,128,7810,0.13571599999999998,963.270009,4770.0,387.87632799999994
mux8,sky90,8,3869,0.278156,312.620006,98.575,60.9717952
add,tsmc28,32,1000,0.923854,67.157999,231.062,30.117640399999996
comparator,sky90,16,4349,0.246005,415.520007,287.169,94.219915
priorityencoder,tsmc28,8,5000,0.057811,4.284,14.558,0.24858730000000004
mux8,sky90,128,2794,0.361259,4775.54006,2600.0,1173.369232
mux4,sky90,128,3037,0.329104,1765.960034,549.903,537.7559359999999
mult,sky90,32,794,1.301399,26529.580464,17000.0,27460.820299
mux2,tsmc28,128,15917,0.062806,162.792,942.721,50.181993999999996
priorityencoder,sky90,16,5102,0.193464,133.280003,47.464,16.1735904
shiftleft,sky90,16,3489,0.316368,644.840009,367.22,204.373728
shiftleft,sky90,128,2000,0.534484,9473.660144,6430.0,3263.559304
flop,tsmc28,32,21942,0.048892,60.4799995,629.162,233.7184276
comparator,sky90,64,3252,0.32338700000000004,1354.360026,435.572,195.002361
priorityencoder,sky90,64,9249,0.241227,907.480017,482.887,216.13939200000002
add,tsmc28,128,7059,0.14164800000000002,818.748007,3800.0,317.71646400000003
priorityencoder,sky90,16,5983,0.16939500000000002,166.600002,113.125,29.339214000000002
mux4,tsmc28,32,10000,0.09749100000000001,56.825999,208.953,16.5929682
comparator,tsmc28,16,10000,0.09940700000000001,34.02,138.933,7.6245169000000015
mux4,sky90,8,9640,0.214647,155.820003,90.053,75.98503799999999
priorityencoder,tsmc28,8,29464,0.033933,8.316,36.118,1.8086289
shiftleft,tsmc28,32,10566,0.100913,429.534,2150.0,122.205643
flop,sky90,8,8528,0.114344,133.279999,129.629,377.55245360000004
mux2,sky90,8,1000,0.415161,58.800001,10.206,7.41477546
priorityencoder,tsmc28,8,33147,0.033048,11.34,48.981,2.2968360000000003
shiftleft,sky90,128,1000,0.995988,5011.720098,428.194,865.513572
priorityencoder,sky90,128,3340,0.29939,1706.180032,712.585,138.61757
mux2,tsmc28,64,20478,0.052975,87.318,456.882,26.80535
mux8,tsmc28,32,13157,0.087196,265.104,1290.0,64.001864
priorityencoder,sky90,8,3000,0.265908,34.300001,2.992,3.9061885199999997
priorityencoder,tsmc28,16,15000,0.06552200000000001,13.86,43.042,2.4636272000000004
add,sky90,16,3000,0.35045,648.760012,358.879,285.61674999999997
shiftleft,tsmc28,8,15487,0.065897,44.856,300.094,14.655492800000001
priorityencoder,sky90,64,2643,0.37571000000000004,594.860012,108.4,40.802106
priorityencoder,tsmc28,64,13234,0.075544,126.504,374.222,16.6725608
shiftleft,tsmc28,16,11800,0.084718,130.788,613.549,33.717764
priorityencoder,tsmc28,64,30000,0.07325000000000001,143.136001,460.222,41.38625
mux8,tsmc28,16,10000,0.097831,59.094,224.879,13.490894900000002
add,sky90,16,2357,0.42127299999999995,461.580009,93.497,167.666654
add,sky90,128,2500,0.542236,6626.760128,2640.0,3098.336504000001
add,tsmc28,16,11520,0.08680199999999999,90.972001,475.452,33.679176
priorityencoder,sky90,64,3187,0.312618,644.840012,169.713,45.8297988
add,sky90,32,2626,0.411158,1413.160026,589.009,610.980788
priorityencoder,sky90,8,8323,0.12521200000000002,62.720001,47.365,14.537113200000004
mux2,sky90,8,5720,0.18835100000000002,64.680001,21.541,20.812785500000004
comparator,sky90,64,2822,0.35328,1487.640029,401.686,214.08768000000003
mux8,tsmc28,16,12506,0.08082,99.036,498.654,27.55962
shiftleft,tsmc28,64,7939,0.126242,968.687991,4910.0,278.99482
priorityencoder,sky90,64,3184,0.31369800000000003,643.860013,144.409,42.913886399999996
flop,sky90,16,10000,0.114344,266.5599975,259.258,885.3655920000001
priorityencoder,tsmc28,64,13510,0.074611,136.836,429.547,18.055861999999998
csa,tsmc28,128,22871,0.042445,499.96801,3850.0,214.00768999999997
mux4,tsmc28,16,17125,0.060548000000000005,41.454,196.466,13.381108000000001
flop,sky90,128,6996,0.11434400000000002,2132.4799805,2070.0,4953.839456000001
mux8,sky90,8,5000,0.274003,415.520008,185.383,109.875203
csa,tsmc28,64,20000,0.047873000000000006,233.856003,1670.0,85.40543200000002
mult,sky90,32,810,1.302183,26464.900467,16900.0,27144.004635
mux2,tsmc28,8,33000,0.033745,16.758,114.743,6.060601999999999
mux2,tsmc28,32,5000,0.171662,28.728001,146.078,8.411438
add,sky90,64,2560,0.46298300000000003,2989.000058,1130.0,1192.6442080000002
mux2,sky90,128,4240,0.262273,1283.800021,782.334,509.33416600000004
flop,tsmc28,32,20286,0.048892,60.4799995,629.157,216.053748
add,tsmc28,64,8872,0.12206,466.452004,2410.0,195.66217999999998
mux2,sky90,16,4160,0.237892,115.640002,38.479,41.7262568
priorityencoder,sky90,64,3845,0.26007399999999997,718.340014,247.528,55.343747199999996
csa,tsmc28,8,23368,0.042446,31.248001,240.54,13.735525599999999
flop,tsmc28,16,19226,0.048892,30.24,314.578,102.39940480000001
mux2,sky90,128,1000,0.986012,882.000017,156.733,360.880392
inv,tsmc28,1,80000,0.009913000000000002,0.252,1.094,0.09001004000000001
mux4,tsmc28,16,18152,0.060844999999999996,40.824,196.722,14.176884999999999
mux2,sky90,16,4537,0.21640199999999998,114.660002,40.216,41.87378699999999
mult,tsmc28,32,10000,0.32958600000000005,6886.152,51900.0,22272.433122000002
mux4,sky90,8,1000,0.399328,116.620002,9.077,9.50001312
csa,sky90,32,5000,0.190168,752.640015,465.518,347.817272
shiftleft,tsmc28,64,8600,0.120595,1165.877997,6270.0,333.32458
mux4,tsmc28,16,16440,0.060656,39.438,185.149,12.373824000000003
flop,tsmc28,16,1000,0.04889200000000005,30.24,314.58,5.308693360000005
shiftleft,sky90,64,2248,0.449403,4417.840063,3480.0,1354.9500449999998
mux2,tsmc28,16,10000,0.08561,14.49,74.123,4.1520850000000005
add,sky90,8,3577,0.278352,248.920005,158.724,124.701696
shiftleft,sky90,32,1000,0.973356,882.980017,61.502,141.23395560000003
add,tsmc28,64,10000,0.11947100000000001,441.378003,2170.0,199.87498300000001
mult,sky90,8,1364,0.7568699999999999,2283.400042,1530.0,1662.84339
priorityencoder,tsmc28,128,15000,0.08566900000000001,327.096,1080.0,56.198864
mult,tsmc28,16,4209,0.261945,1826.496002,13500.0,1725.69366
priorityencoder,sky90,128,3287,0.304159,1530.760028,528.644,113.147148
priorityencoder,sky90,32,2960,0.33683500000000005,282.240005,55.579,21.557440000000003
mux4,sky90,32,3650,0.27134800000000003,459.620008,136.481,139.20152400000003
mux4,tsmc28,32,16381,0.065149,89.837999,413.021,27.558027
mux2,sky90,64,3640,0.265195,453.740009,157.765,163.625315
mux8,tsmc28,16,20000,0.079961,104.202,511.588,42.05948600000001
priorityencoder,sky90,128,10000,0.292065,1726.760031,791.829,457.081725
csa,sky90,16,3000,0.26417999999999997,235.199997,27.622,66.916794
mux8,tsmc28,16,13006,0.077738,186.101998,913.855,37.858405999999995
mux4,sky90,64,3995,0.289447,1482.740026,933.075,413.90921
mult,tsmc28,16,3663,0.27299300000000004,1326.528005,9230.0,1224.646598
mux8,tsmc28,128,11532,0.09583900000000001,723.24,3620.0,201.93277300000003
flop,tsmc28,16,20863,0.048892000000000005,30.24,314.578,111.12662680000003
comparator,tsmc28,32,13127,0.0881,147.168,652.42,41.3189
add,sky90,64,2327,0.460503,2953.720057,1160.0,1186.2557279999999
flop,tsmc28,64,21528,0.048892,120.959999,1260.0,458.60695999999996
add,sky90,32,1928,0.51854,1050.56002,294.688,355.1999
comparator,sky90,16,3930,0.259639,405.720007,196.545,71.141086
priorityencoder,sky90,16,6443,0.166629,185.220003,132.902,35.6086173
flop,sky90,64,8920,0.114345,1066.23999,1040.0,3158.5519350000004
flop,sky90,32,6996,0.11434400000000002,533.119995,518.516,1238.6885519999998
mult,tsmc28,8,5403,0.193355,543.06,3920.0,373.755215
add,sky90,64,2500,0.473711,3024.280058,1280.0,1417.817023
csa,tsmc28,64,10000,0.067577,137.087997,458.434,38.99192899999999
priorityencoder,sky90,16,6121,0.169395,166.600002,113.104,29.8643385
priorityencoder,sky90,8,8284,0.125212,62.720001,47.365,14.461986
mux4,tsmc28,16,18495,0.061287999999999995,43.218,210.716,14.709119999999999
comparator,tsmc28,128,9371,0.106711,558.432,2400.0,127.946489
mult,tsmc28,32,2913,0.34328400000000003,4543.056018,31800.0,4923.035844000001
comparator,tsmc28,32,15000,0.080752,150.444001,791.489,44.575104
add,tsmc28,8,13224,0.075171,32.004,169.208,12.147633600000002
mux8,tsmc28,32,5000,0.190888,105.713999,390.932,24.128243200000004
shiftleft,tsmc28,16,5000,0.16564500000000001,43.722,136.668,11.4791985
mult,tsmc28,32,20000,0.329665,6679.259997,50100.0,43685.227810000004
mux2,sky90,128,4080,0.25516300000000003,1146.600021,479.203,402.647214
priorityencoder,sky90,128,3479,0.312441,1500.380028,438.268,107.479704
mult,tsmc28,128,1753,0.570451,39039.588169,211000.0,41421.588012
flop,sky90,64,10000,0.114344,1066.23999,1040.0,3540.7763039999995
comparator,sky90,128,3471,0.353232,2889.040053,1200.0,468.03239999999994
priorityencoder,sky90,64,5000,0.242601,939.820016,513.255,114.26507099999999
flop,tsmc28,128,21942,0.048892,241.919998,2520.0,934.7661479999999
comparator,tsmc28,32,6604,0.151166,80.387999,260.149,19.772512799999998
mux2,sky90,16,5841,0.202074,119.560002,32.354,45.931420200000005
comparator,tsmc28,8,18794,0.055562,42.966,238.002,11.9513862
priorityencoder,tsmc28,16,22501,0.044962,30.114,121.215,5.462883
comparator,sky90,8,4272,0.232691,157.780003,66.963,29.854255300000002
mult,sky90,8,1390,0.7671819999999999,2239.300042,1460.0,1632.5632959999998
flop,sky90,8,8920,0.114345,133.279999,129.629,394.993368
mult,tsmc28,128,5000,0.52473,50418.144217,312000.0,152930.45958
flop,sky90,8,7708,0.11434399999999999,133.279999,129.629,341.2939712
inv,tsmc28,1,150000,0.008272,0.378,2.478,0.15642352
comparator,sky90,128,2973,0.341424,2936.080056,1160.0,409.7088
mux4,tsmc28,8,17020,0.058741,19.404,82.944,5.6685065
mux2,sky90,16,5167,0.202074,119.560002,32.354,40.515837000000005
mux2,sky90,8,5170,0.192616,70.560001,12.959,18.7222752
mux8,sky90,32,3016,0.327681,1029.980004,375.119,244.45002599999998
flop,sky90,64,3000,0.114344,1066.23999,1040.0,1062.2557600000002
mux8,sky90,8,1000,0.535445,234.220005,15.482,17.61078605
mult,sky90,16,1017,1.006137,7719.460138,5170.0,6970.517136
add,sky90,16,2507,0.398607,500.78001,170.515,191.729967
csa,sky90,8,6106,0.165361,330.260006,208.877,156.43150599999998
flop,sky90,32,15822,0.114344,533.119995,518.516,2801.3136560000003
mux2,tsmc28,32,1000,0.17166199999999998,28.728001,146.078,1.68057098
csa,tsmc28,64,25357,0.040367,403.199997,3800.0,174.50654100000003
add,sky90,32,1847,0.537855,924.140018,210.187,308.190915
mult,sky90,32,841,1.2987609999999998,27230.280486,18100.0,31555.996016999998
flop,sky90,8,7872,0.114345,133.279999,129.629,348.546429
csa,sky90,64,6106,0.165361,2597.000051,1650.0,1245.664413
mux2,tsmc28,8,10000,0.08170100000000001,7.56,38.026,1.9689941000000004
shiftleft,tsmc28,32,9196,0.108728,270.899999,1350.0,75.23977599999999
mux4,sky90,128,3166,0.31572500000000003,1984.500039,725.267,569.5679000000001
csa,tsmc28,16,5000,0.067577,34.271999,114.459,4.8723016999999995
comparator,sky90,128,2856,0.376233,2648.940052,834.031,344.629428
inv,tsmc28,1,20000,0.014172000000000004,0.252,1.005,0.029307696000000008
shiftleft,sky90,16,3623,0.31161799999999995,610.540011,408.291,192.26830599999997
add,tsmc28,64,8203,0.121869,392.616003,1800.0,142.34299200000004
priorityencoder,sky90,32,3081,0.322025,268.520005,41.654,18.3876275
flop,tsmc28,64,20700,0.048892,120.959999,1260.0,440.956948
priorityencoder,sky90,32,4848,0.21354,415.520008,277.119,61.49952
mux2,tsmc28,128,17610,0.059779000000000006,201.347999,1400.0,70.65877800000001
mux8,sky90,64,2959,0.337298,2162.860042,711.961,441.86038
add,sky90,128,2010,0.530112,6693.40013,2760.0,2484.1048320000004
flop,tsmc28,16,5000,0.04889200000000002,30.24,314.58,26.641250800000012
mux4,sky90,32,12841,0.26298699999999997,543.900011,212.404,498.6233519999999
priorityencoder,sky90,64,3062,0.32589399999999996,635.040012,145.835,43.7023854
mux8,sky90,32,3282,0.321569,1068.20002,336.387,234.42380100000003
shiftleft,tsmc28,16,11555,0.08623499999999999,123.984,583.737,33.28671
csa,sky90,128,6472,0.165362,5996.620117,3450.0,2713.59042
flop,sky90,128,8046,0.114344,2132.4799805,2070.0,5697.304144000001
mult,tsmc28,8,5195,0.192493,564.858,4230.0,369.00908100000004
csa,tsmc28,16,24860,0.040492,104.832,964.99,43.73136
add,tsmc28,8,12943,0.077222,31.626,164.58,11.9462434
mux4,tsmc28,64,20000,0.068989,205.883996,807.791,70.161813
mux8,sky90,128,10000,0.37662399999999996,4643.240084,1400.0,3025.797216
comparator,sky90,64,2000,0.469373,1392.580027,201.764,124.4777196
mult,sky90,64,645,1.5524310000000001,92630.581541,51300.0,97807.810293
shiftleft,tsmc28,16,11309,0.088357,95.003999,416.622,27.125599
mux2,tsmc28,32,16829,0.058776,29.736001,158.536,9.5687328
priorityencoder,tsmc28,16,20000,0.049953000000000004,17.514,56.066,3.2519403000000007
mux2,sky90,128,5000,0.23978300000000002,1465.100028,826.847,544.7869760000001
add,sky90,8,2000,0.498543,149.940003,30.535,50.9012403
priorityencoder,tsmc28,128,10972,0.091107,263.466001,738.366,32.616305999999994
inv,sky90,1,20000,0.045664,1.96,1.986,1.04387904
csa,sky90,32,1000,0.264181,470.399994,55.245,44.4880804
add,sky90,8,2651,0.375155,183.260004,53.428,68.3157255
mux4,sky90,8,5000,0.210603,159.740002,79.159,44.1423888
add,tsmc28,128,8548,0.133157,1008.37801,5090.0,444.211752
shiftleft,sky90,16,3000,0.332382,585.060009,308.114,154.55763
comparator,sky90,16,4014,0.24886599999999998,355.740006,188.666,62.714231999999996
mux4,tsmc28,8,15000,0.06615800000000001,15.624,57.62,4.4392018
